"customer_id","no_of_days_rented","case"
396,"4 days 21:37:00","NO NEED FOR REMINDER MAIL YET"
471,"9 days 01:57:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
47,"8 days 00:57:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
54,"6 days 05:34:00","NO NEED FOR REMINDER MAIL YET"
145,"7 days 02:49:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
264,"8 days 21:05:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
448,"3 days 05:43:00","NO NEED FOR REMINDER MAIL YET"
403,"1 day 18:21:00","NO NEED FOR REMINDER MAIL YET"
147,"23:22:00","NO NEED FOR REMINDER MAIL YET"
78,"6 days 18:31:00","NO NEED FOR REMINDER MAIL YET"
532,"8 days 21:23:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
445,"4 days 20:27:00","NO NEED FOR REMINDER MAIL YET"
178,"5 days 00:27:00","NO NEED FOR REMINDER MAIL YET"
66,"7 days 19:35:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
216,"9 days 04:10:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
225,"5 days 01:00:00","NO NEED FOR REMINDER MAIL YET"
507,"6 days 20:45:00","NO NEED FOR REMINDER MAIL YET"
235,"1 day 23:15:00","NO NEED FOR REMINDER MAIL YET"
130,"9 days 03:23:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
176,"7 days 02:52:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
482,"8 days 04:54:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
149,"1 day 01:43:00","NO NEED FOR REMINDER MAIL YET"
252,"18:08:00","NO NEED FOR REMINDER MAIL YET"
567,"3 days 23:03:00","NO NEED FOR REMINDER MAIL YET"
30,"4 days 05:45:00","NO NEED FOR REMINDER MAIL YET"
338,"4 days 18:04:00","NO NEED FOR REMINDER MAIL YET"
561,"2 days 21:17:00","NO NEED FOR REMINDER MAIL YET"
358,"2 days 01:59:00","NO NEED FOR REMINDER MAIL YET"
344,"8 days 18:31:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
160,"9 days 02:06:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
566,"2 days 23:36:00","NO NEED FOR REMINDER MAIL YET"
366,"5 days 03:03:00","NO NEED FOR REMINDER MAIL YET"
357,"3 days 03:47:00","NO NEED FOR REMINDER MAIL YET"
588,"1 day 20:37:00","NO NEED FOR REMINDER MAIL YET"
252,"2 days 01:00:00","NO NEED FOR REMINDER MAIL YET"
99,"8 days 05:23:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
265,"5 days 01:39:00","NO NEED FOR REMINDER MAIL YET"
64,"3 days 04:55:00","NO NEED FOR REMINDER MAIL YET"
115,"2 days 01:47:00","NO NEED FOR REMINDER MAIL YET"
244,"5 days 18:14:00","NO NEED FOR REMINDER MAIL YET"
8,"6 days 04:33:00","NO NEED FOR REMINDER MAIL YET"
263,"2 days 01:36:00","NO NEED FOR REMINDER MAIL YET"
118,"3 days 22:24:00","NO NEED FOR REMINDER MAIL YET"
145,"2 days 19:11:00","NO NEED FOR REMINDER MAIL YET"
287,"5 days 05:47:00","NO NEED FOR REMINDER MAIL YET"
172,"5 days 22:47:00","NO NEED FOR REMINDER MAIL YET"
340,"4 days 18:20:00","NO NEED FOR REMINDER MAIL YET"
336,"5 days 23:20:00","NO NEED FOR REMINDER MAIL YET"
486,"5 days 18:03:00","NO NEED FOR REMINDER MAIL YET"
313,"5 days 00:32:00","NO NEED FOR REMINDER MAIL YET"
69,"8 days 18:50:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
593,"3 days 18:27:00","NO NEED FOR REMINDER MAIL YET"
384,"2 days 22:05:00","NO NEED FOR REMINDER MAIL YET"
525,"8 days 01:33:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
274,"4 days 18:39:00","NO NEED FOR REMINDER MAIL YET"
77,"3 days 21:51:00","NO NEED FOR REMINDER MAIL YET"
264,"4 days 00:39:00","NO NEED FOR REMINDER MAIL YET"
468,"4 days 05:59:00","NO NEED FOR REMINDER MAIL YET"
164,"2 days 19:35:00","NO NEED FOR REMINDER MAIL YET"
52,"8 days 03:50:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
264,"6 days 02:21:00","NO NEED FOR REMINDER MAIL YET"
507,"7 days 18:48:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
287,"2 days 00:27:00","NO NEED FOR REMINDER MAIL YET"
296,"5 days 19:24:00","NO NEED FOR REMINDER MAIL YET"
288,"4 days 02:33:00","NO NEED FOR REMINDER MAIL YET"
536,"7 days 05:15:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
35,"23:34:00","NO NEED FOR REMINDER MAIL YET"
66,"4 days 05:16:00","NO NEED FOR REMINDER MAIL YET"
238,"1 day 23:29:00","NO NEED FOR REMINDER MAIL YET"
526,"2 days 19:40:00","NO NEED FOR REMINDER MAIL YET"
357,"7 days 00:09:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
392,"8 days 05:55:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
140,"9 days 01:28:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
350,"8 days 00:06:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
537,"1 day 01:08:00","NO NEED FOR REMINDER MAIL YET"
560,"7 days 20:49:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
124,"7 days 18:05:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
220,"4 days 20:29:00","NO NEED FOR REMINDER MAIL YET"
251,"5 days 22:32:00","NO NEED FOR REMINDER MAIL YET"
502,"6 days 18:03:00","NO NEED FOR REMINDER MAIL YET"
84,"7 days 23:02:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
158,"1 day 20:51:00","NO NEED FOR REMINDER MAIL YET"
80,"6 days 20:25:00","NO NEED FOR REMINDER MAIL YET"
185,"4 days 19:06:00","NO NEED FOR REMINDER MAIL YET"
311,"1 day 03:47:00","NO NEED FOR REMINDER MAIL YET"
206,"5 days 18:08:00","NO NEED FOR REMINDER MAIL YET"
479,"3 days 21:00:00","NO NEED FOR REMINDER MAIL YET"
257,"8 days 22:26:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
427,"7 days 18:29:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
359,"9 days 01:04:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
339,"1 day 18:43:00","NO NEED FOR REMINDER MAIL YET"
495,"9 days 05:26:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
122,"2 days 18:08:00","NO NEED FOR REMINDER MAIL YET"
187,"8 days 22:01:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
342,"9 days 02:06:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
390,"3 days 03:08:00","NO NEED FOR REMINDER MAIL YET"
458,"8 days 03:44:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
293,"8 days 19:57:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
101,"9 days 04:13:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
102,"8 days 19:40:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
561,"5 days 18:59:00","NO NEED FOR REMINDER MAIL YET"
122,"1 day 03:39:00","NO NEED FOR REMINDER MAIL YET"
355,"22:06:00","NO NEED FOR REMINDER MAIL YET"
211,"5 days 22:22:00","NO NEED FOR REMINDER MAIL YET"
406,"1 day 00:31:00","NO NEED FOR REMINDER MAIL YET"
269,"1 day 04:27:00","NO NEED FOR REMINDER MAIL YET"
505,"2 days 02:45:00","NO NEED FOR REMINDER MAIL YET"
360,"3 days 19:08:00","NO NEED FOR REMINDER MAIL YET"
155,"4 days 04:15:00","NO NEED FOR REMINDER MAIL YET"
168,"6 days 05:17:00","NO NEED FOR REMINDER MAIL YET"
385,"5 days 21:28:00","NO NEED FOR REMINDER MAIL YET"
473,"2 days 19:55:00","NO NEED FOR REMINDER MAIL YET"
482,"6 days 05:11:00","NO NEED FOR REMINDER MAIL YET"
160,"4 days 23:49:00","NO NEED FOR REMINDER MAIL YET"
117,"9 days 02:09:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
32,"1 day 01:05:00","NO NEED FOR REMINDER MAIL YET"
381,"4 days 20:38:00","NO NEED FOR REMINDER MAIL YET"
388,"2 days 19:44:00","NO NEED FOR REMINDER MAIL YET"
169,"2 days 18:18:00","NO NEED FOR REMINDER MAIL YET"
446,"4 days 21:12:00","NO NEED FOR REMINDER MAIL YET"
277,"4 days 01:41:00","NO NEED FOR REMINDER MAIL YET"
387,"8 days 22:21:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
64,"2 days 02:21:00","NO NEED FOR REMINDER MAIL YET"
138,"4 days 19:14:00","NO NEED FOR REMINDER MAIL YET"
557,"3 days 22:36:00","NO NEED FOR REMINDER MAIL YET"
371,"5 days 03:38:00","NO NEED FOR REMINDER MAIL YET"
135,"7 days 19:58:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
414,"7 days 03:56:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
391,"1 day 00:21:00","NO NEED FOR REMINDER MAIL YET"
303,"7 days 23:37:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
207,"7 days 23:12:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
235,"2 days 02:44:00","NO NEED FOR REMINDER MAIL YET"
457,"8 days 03:15:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
541,"7 days 23:10:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
147,"4 days 18:53:00","NO NEED FOR REMINDER MAIL YET"
240,"3 days 20:04:00","NO NEED FOR REMINDER MAIL YET"
397,"1 day 03:55:00","NO NEED FOR REMINDER MAIL YET"
183,"3 days 18:53:00","NO NEED FOR REMINDER MAIL YET"
594,"8 days 18:36:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
43,"4 days 05:48:00","NO NEED FOR REMINDER MAIL YET"
74,"5 days 19:46:00","NO NEED FOR REMINDER MAIL YET"
28,"18:44:00","NO NEED FOR REMINDER MAIL YET"
181,"5 days 03:41:00","NO NEED FOR REMINDER MAIL YET"
483,"3 days 19:07:00","NO NEED FOR REMINDER MAIL YET"
558,"9 days 02:37:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
309,"4 days 23:11:00","NO NEED FOR REMINDER MAIL YET"
128,"8 days 01:13:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
57,"2 days 04:59:00","NO NEED FOR REMINDER MAIL YET"
263,"20:23:00","NO NEED FOR REMINDER MAIL YET"
556,"5 days 21:14:00","NO NEED FOR REMINDER MAIL YET"
319,"7 days 20:49:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
75,"2 days 00:55:00","NO NEED FOR REMINDER MAIL YET"
277,"6 days 22:40:00","NO NEED FOR REMINDER MAIL YET"
169,"7 days 22:33:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
268,"5 days 03:54:00","NO NEED FOR REMINDER MAIL YET"
548,"7 days 00:38:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
415,"8 days 22:10:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
590,"5 days 03:30:00","NO NEED FOR REMINDER MAIL YET"
184,"4 days 02:16:00","NO NEED FOR REMINDER MAIL YET"
57,"8 days 04:15:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
19,"2 days 05:38:00","NO NEED FOR REMINDER MAIL YET"
139,"7 days 22:46:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
222,"5 days 18:32:00","NO NEED FOR REMINDER MAIL YET"
48,"7 days 04:07:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
474,"9 days 04:39:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
577,"21:40:00","NO NEED FOR REMINDER MAIL YET"
219,"3 days 22:57:00","NO NEED FOR REMINDER MAIL YET"
40,"5 days 05:32:00","NO NEED FOR REMINDER MAIL YET"
120,"2 days 20:47:00","NO NEED FOR REMINDER MAIL YET"
535,"4 days 21:54:00","NO NEED FOR REMINDER MAIL YET"
415,"5 days 19:15:00","NO NEED FOR REMINDER MAIL YET"
423,"5 days 19:15:00","NO NEED FOR REMINDER MAIL YET"
118,"8 days 00:23:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
597,"4 days 23:23:00","NO NEED FOR REMINDER MAIL YET"
427,"1 day 03:15:00","NO NEED FOR REMINDER MAIL YET"
446,"8 days 22:06:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
322,"4 days 21:22:00","NO NEED FOR REMINDER MAIL YET"
68,"1 day 01:19:00","NO NEED FOR REMINDER MAIL YET"
393,"1 day 02:10:00","NO NEED FOR REMINDER MAIL YET"
73,"7 days 20:24:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
261,"3 days 00:04:00","NO NEED FOR REMINDER MAIL YET"
291,"1 day 23:50:00","NO NEED FOR REMINDER MAIL YET"
387,"8 days 04:08:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
288,"7 days 18:22:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
598,"6 days 21:15:00","NO NEED FOR REMINDER MAIL YET"
270,"3 days 04:21:00","NO NEED FOR REMINDER MAIL YET"
49,"9 days 01:44:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
142,"3 days 04:21:00","NO NEED FOR REMINDER MAIL YET"
574,"4 days 20:24:00","NO NEED FOR REMINDER MAIL YET"
376,"4 days 23:45:00","NO NEED FOR REMINDER MAIL YET"
103,"6 days 18:54:00","NO NEED FOR REMINDER MAIL YET"
225,"6 days 19:24:00","NO NEED FOR REMINDER MAIL YET"
65,"4 days 19:57:00","NO NEED FOR REMINDER MAIL YET"
598,"5 days 22:10:00","NO NEED FOR REMINDER MAIL YET"
503,"5 days 02:38:00","NO NEED FOR REMINDER MAIL YET"
75,"3 days 03:53:00","NO NEED FOR REMINDER MAIL YET"
510,"4 days 01:02:00","NO NEED FOR REMINDER MAIL YET"
225,"23:16:00","NO NEED FOR REMINDER MAIL YET"
366,"6 days 00:50:00","NO NEED FOR REMINDER MAIL YET"
577,"4 days 01:54:00","NO NEED FOR REMINDER MAIL YET"
446,"5 days 00:09:00","NO NEED FOR REMINDER MAIL YET"
289,"5 days 21:08:00","NO NEED FOR REMINDER MAIL YET"
207,"6 days 22:18:00","NO NEED FOR REMINDER MAIL YET"
529,"8 days 18:54:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
259,"6 days 22:33:00","NO NEED FOR REMINDER MAIL YET"
156,"8 days 22:47:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
529,"5 days 18:24:00","NO NEED FOR REMINDER MAIL YET"
359,"20:55:00","NO NEED FOR REMINDER MAIL YET"
264,"3 days 04:56:00","NO NEED FOR REMINDER MAIL YET"
97,"5 days 03:32:00","NO NEED FOR REMINDER MAIL YET"
376,"8 days 00:45:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
105,"5 days 04:32:00","NO NEED FOR REMINDER MAIL YET"
262,"6 days 03:39:00","NO NEED FOR REMINDER MAIL YET"
488,"6 days 23:40:00","NO NEED FOR REMINDER MAIL YET"
493,"8 days 01:17:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
112,"6 days 23:03:00","NO NEED FOR REMINDER MAIL YET"
567,"1 day 05:41:00","NO NEED FOR REMINDER MAIL YET"
493,"1 day 00:07:00","NO NEED FOR REMINDER MAIL YET"
265,"9 days 05:31:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
178,"9 days 00:59:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
188,"1 day 23:01:00","NO NEED FOR REMINDER MAIL YET"
570,"23:06:00","NO NEED FOR REMINDER MAIL YET"
116,"8 days 01:37:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
164,"1 day 00:16:00","NO NEED FOR REMINDER MAIL YET"
353,"4 days 03:24:00","NO NEED FOR REMINDER MAIL YET"
54,"2 days 18:42:00","NO NEED FOR REMINDER MAIL YET"
528,"3 days 22:19:00","NO NEED FOR REMINDER MAIL YET"
27,"3 days 23:44:00","NO NEED FOR REMINDER MAIL YET"
438,"9 days 02:03:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
210,"6 days 00:38:00","NO NEED FOR REMINDER MAIL YET"
35,"19:28:00","NO NEED FOR REMINDER MAIL YET"
178,"6 days 19:41:00","NO NEED FOR REMINDER MAIL YET"
198,"7 days 02:35:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
13,"2 days 23:33:00","NO NEED FOR REMINDER MAIL YET"
183,"8 days 00:36:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
217,"1 day 04:08:00","NO NEED FOR REMINDER MAIL YET"
140,"3 days 05:40:00","NO NEED FOR REMINDER MAIL YET"
35,"4 days 04:45:00","NO NEED FOR REMINDER MAIL YET"
239,"1 day 05:46:00","NO NEED FOR REMINDER MAIL YET"
115,"5 days 21:15:00","NO NEED FOR REMINDER MAIL YET"
598,"6 days 01:43:00","NO NEED FOR REMINDER MAIL YET"
362,"3 days 21:09:00","NO NEED FOR REMINDER MAIL YET"
439,"3 days 00:08:00","NO NEED FOR REMINDER MAIL YET"
229,"3 days 04:28:00","NO NEED FOR REMINDER MAIL YET"
31,"1 day 00:18:00","NO NEED FOR REMINDER MAIL YET"
468,"1 day 22:41:00","NO NEED FOR REMINDER MAIL YET"
420,"6 days 23:51:00","NO NEED FOR REMINDER MAIL YET"
462,"3 days 01:09:00","NO NEED FOR REMINDER MAIL YET"
472,"4 days 05:35:00","NO NEED FOR REMINDER MAIL YET"
136,"9 days 00:01:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
93,"5 days 02:40:00","NO NEED FOR REMINDER MAIL YET"
419,"7 days 22:57:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
420,"3 days 21:30:00","NO NEED FOR REMINDER MAIL YET"
424,"2 days 05:00:00","NO NEED FOR REMINDER MAIL YET"
442,"5 days 23:08:00","NO NEED FOR REMINDER MAIL YET"
509,"3 days 22:02:00","NO NEED FOR REMINDER MAIL YET"
273,"6 days 23:56:00","NO NEED FOR REMINDER MAIL YET"
356,"1 day 19:14:00","NO NEED FOR REMINDER MAIL YET"
517,"1 day 00:34:00","NO NEED FOR REMINDER MAIL YET"
458,"7 days 18:59:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
409,"19:15:00","NO NEED FOR REMINDER MAIL YET"
479,"4 days 02:47:00","NO NEED FOR REMINDER MAIL YET"
532,"7 days 00:20:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
519,"8 days 19:04:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
389,"6 days 04:55:00","NO NEED FOR REMINDER MAIL YET"
464,"7 days 19:38:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
214,"7 days 19:35:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
425,"4 days 05:27:00","NO NEED FOR REMINDER MAIL YET"
365,"3 days 21:44:00","NO NEED FOR REMINDER MAIL YET"
547,"6 days 19:11:00","NO NEED FOR REMINDER MAIL YET"
178,"1 day 01:02:00","NO NEED FOR REMINDER MAIL YET"
562,"8 days 01:09:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
244,"5 days 22:52:00","NO NEED FOR REMINDER MAIL YET"
133,"7 days","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
353,"9 days 00:56:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
286,"3 days 22:59:00","NO NEED FOR REMINDER MAIL YET"
152,"4 days 21:57:00","NO NEED FOR REMINDER MAIL YET"
460,"2 days 01:55:00","NO NEED FOR REMINDER MAIL YET"
144,"5 days 22:55:00","NO NEED FOR REMINDER MAIL YET"
438,"8 days 00:27:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
179,"8 days 01:56:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
248,"2 days 00:53:00","NO NEED FOR REMINDER MAIL YET"
327,"1 day 20:53:00","NO NEED FOR REMINDER MAIL YET"
305,"2 days 03:04:00","NO NEED FOR REMINDER MAIL YET"
337,"3 days 19:08:00","NO NEED FOR REMINDER MAIL YET"
561,"2 days 00:50:00","NO NEED FOR REMINDER MAIL YET"
325,"19:23:00","NO NEED FOR REMINDER MAIL YET"
302,"7 days 04:49:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
335,"6 days 04:54:00","NO NEED FOR REMINDER MAIL YET"
443,"8 days 19:51:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
269,"4 days 18:50:00","NO NEED FOR REMINDER MAIL YET"
565,"5 days 01:42:00","NO NEED FOR REMINDER MAIL YET"
211,"8 days 19:09:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
582,"8 days 02:16:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
462,"1 day 22:59:00","NO NEED FOR REMINDER MAIL YET"
204,"2 days 19:29:00","NO NEED FOR REMINDER MAIL YET"
442,"3 days 02:03:00","NO NEED FOR REMINDER MAIL YET"
150,"1 day 03:21:00","NO NEED FOR REMINDER MAIL YET"
50,"23:51:00","NO NEED FOR REMINDER MAIL YET"
273,"4 days 05:56:00","NO NEED FOR REMINDER MAIL YET"
441,"2 days 02:26:00","NO NEED FOR REMINDER MAIL YET"
164,"6 days 22:43:00","NO NEED FOR REMINDER MAIL YET"
87,"23:42:00","NO NEED FOR REMINDER MAIL YET"
587,"6 days 18:56:00","NO NEED FOR REMINDER MAIL YET"
148,"8 days 20:01:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
334,"7 days 21:51:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
441,"1 day 04:36:00","NO NEED FOR REMINDER MAIL YET"
88,"6 days 03:13:00","NO NEED FOR REMINDER MAIL YET"
285,"2 days 01:11:00","NO NEED FOR REMINDER MAIL YET"
73,"4 days 21:02:00","NO NEED FOR REMINDER MAIL YET"
508,"2 days 18:50:00","NO NEED FOR REMINDER MAIL YET"
8,"1 day 18:54:00","NO NEED FOR REMINDER MAIL YET"
356,"2 days 05:29:00","NO NEED FOR REMINDER MAIL YET"
57,"2 days 05:14:00","NO NEED FOR REMINDER MAIL YET"
526,"1 day 20:27:00","NO NEED FOR REMINDER MAIL YET"
447,"2 days 19:09:00","NO NEED FOR REMINDER MAIL YET"
518,"1 day 02:53:00","NO NEED FOR REMINDER MAIL YET"
25,"7 days 05:46:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
458,"7 days 23:21:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
100,"3 days 04:09:00","NO NEED FOR REMINDER MAIL YET"
330,"1 day 18:41:00","NO NEED FOR REMINDER MAIL YET"
553,"4 days 04:45:00","NO NEED FOR REMINDER MAIL YET"
27,"4 days 21:57:00","NO NEED FOR REMINDER MAIL YET"
134,"4 days 05:27:00","NO NEED FOR REMINDER MAIL YET"
598,"8 days 01:38:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
315,"3 days 20:57:00","NO NEED FOR REMINDER MAIL YET"
99,"1 day 01:39:00","NO NEED FOR REMINDER MAIL YET"
5,"9 days 05:08:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
351,"2 days 22:02:00","NO NEED FOR REMINDER MAIL YET"
587,"6 days 23:57:00","NO NEED FOR REMINDER MAIL YET"
314,"2 days 04:37:00","NO NEED FOR REMINDER MAIL YET"
50,"7 days 01:17:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
199,"2 days 01:51:00","NO NEED FOR REMINDER MAIL YET"
355,"7 days 18:17:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
249,"6 days 20:10:00","NO NEED FOR REMINDER MAIL YET"
526,"7 days 05:07:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
439,"19:14:00","NO NEED FOR REMINDER MAIL YET"
322,"1 day 02:37:00","NO NEED FOR REMINDER MAIL YET"
399,"1 day 05:06:00","NO NEED FOR REMINDER MAIL YET"
523,"18:16:00","NO NEED FOR REMINDER MAIL YET"
571,"6 days 21:22:00","NO NEED FOR REMINDER MAIL YET"
516,"8 days 18:07:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
330,"3 days 05:52:00","NO NEED FOR REMINDER MAIL YET"
586,"1 day 23:35:00","NO NEED FOR REMINDER MAIL YET"
43,"4 days 05:31:00","NO NEED FOR REMINDER MAIL YET"
368,"6 days 22:57:00","NO NEED FOR REMINDER MAIL YET"
339,"8 days 22:37:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
244,"5 days 01:48:00","NO NEED FOR REMINDER MAIL YET"
583,"8 days 22:53:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
5,"7 days 04:47:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
6,"1 day 05:38:00","NO NEED FOR REMINDER MAIL YET"
128,"7 days 04:53:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
246,"2 days 01:43:00","NO NEED FOR REMINDER MAIL YET"
525,"3 days 19:22:00","NO NEED FOR REMINDER MAIL YET"
447,"4 days 03:16:00","NO NEED FOR REMINDER MAIL YET"
192,"6 days 01:00:00","NO NEED FOR REMINDER MAIL YET"
372,"7 days 22:45:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
573,"7 days 20:59:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
204,"7 days 02:08:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
550,"5 days 00:57:00","NO NEED FOR REMINDER MAIL YET"
273,"4 days 01:33:00","NO NEED FOR REMINDER MAIL YET"
103,"7 days 00:18:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
64,"3 days 22:31:00","NO NEED FOR REMINDER MAIL YET"
565,"3 days 00:14:00","NO NEED FOR REMINDER MAIL YET"
184,"9 days 03:17:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
454,"21:41:00","NO NEED FOR REMINDER MAIL YET"
164,"23:07:00","NO NEED FOR REMINDER MAIL YET"
470,"4 days 00:51:00","NO NEED FOR REMINDER MAIL YET"
595,"8 days 03:51:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
363,"18:24:00","NO NEED FOR REMINDER MAIL YET"
267,"6 days 21:38:00","NO NEED FOR REMINDER MAIL YET"
80,"4 days 03:19:00","NO NEED FOR REMINDER MAIL YET"
82,"8 days 18:26:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
322,"3 days 21:17:00","NO NEED FOR REMINDER MAIL YET"
462,"7 days 20:47:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
257,"7 days 22:22:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
226,"7 days 20:11:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
557,"3 days 21:47:00","NO NEED FOR REMINDER MAIL YET"
370,"6 days 02:33:00","NO NEED FOR REMINDER MAIL YET"
386,"3 days 03:29:00","NO NEED FOR REMINDER MAIL YET"
367,"7 days 01:35:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
